VCC,V,C1,C1 Manner,C2,C2 Manner,SSP Status,Sonority Difference
IDHH,I,DH,Fricative,H,Fricative,Follow,0
ODHH,O,DH,Fricative,H,Fricative,Follow,0
UDHH,U,DH,Fricative,H,Fricative,Follow,0
ASP,A,S,Fricative,P,Plosive,Follow,-1
ESP,E,S,Fricative,P,Plosive,Follow,-1
ISP,I,S,Fricative,P,Plosive,Follow,-1
OSP,O,S,Fricative,P,Plosive,Follow,-1
USP,U,S,Fricative,P,Plosive,Follow,-1
ASB,A,S,Fricative,B,Plosive,Follow,-1
ESB,E,S,Fricative,B,Plosive,Follow,-1
ISB,I,S,Fricative,B,Plosive,Follow,-1
OSB,O,S,Fricative,B,Plosive,Follow,-1
USB,U,S,Fricative,B,Plosive,Follow,-1
AST,A,S,Fricative,T,Plosive,Follow,-1
EST,E,S,Fricative,T,Plosive,Follow,-1
IST,I,S,Fricative,T,Plosive,Follow,-1
OST,O,S,Fricative,T,Plosive,Follow,-1
UST,U,S,Fricative,T,Plosive,Follow,-1
ASD,A,S,Fricative,D,Plosive,Follow,-1
ESD,E,S,Fricative,D,Plosive,Follow,-1
ISD,I,S,Fricative,D,Plosive,Follow,-1
OSD,O,S,Fricative,D,Plosive,Follow,-1
USD,U,S,Fricative,D,Plosive,Follow,-1
ASK,A,S,Fricative,K,Plosive,Follow,-1
ESK,E,S,Fricative,K,Plosive,Follow,-1
ISK,I,S,Fricative,K,Plosive,Follow,-1
OSK,O,S,Fricative,K,Plosive,Follow,-1
USK,U,S,Fricative,K,Plosive,Follow,-1
ASG,A,S,Fricative,G,Plosive,Follow,-1
ESG,E,S,Fricative,G,Plosive,Follow,-1
ISG,I,S,Fricative,G,Plosive,Follow,-1
OSG,O,S,Fricative,G,Plosive,Follow,-1
USG,U,S,Fricative,G,Plosive,Follow,-1
ASQ,A,S,Fricative,Q,Plosive,Follow,-1
ESQ,E,S,Fricative,Q,Plosive,Follow,-1
ISQ,I,S,Fricative,Q,Plosive,Follow,-1
OSQ,O,S,Fricative,Q,Plosive,Follow,-1
USQ,U,S,Fricative,Q,Plosive,Follow,-1
ASF,A,S,Fricative,F,Fricative,Follow,0
ESF,E,S,Fricative,F,Fricative,Follow,0
ISF,I,S,Fricative,F,Fricative,Follow,0
OSF,O,S,Fricative,F,Fricative,Follow,0
USF,U,S,Fricative,F,Fricative,Follow,0
ASV,A,S,Fricative,V,Fricative,Follow,0
ESV,E,S,Fricative,V,Fricative,Follow,0
ISV,I,S,Fricative,V,Fricative,Follow,0
OSV,O,S,Fricative,V,Fricative,Follow,0
USV,U,S,Fricative,V,Fricative,Follow,0
ASTH,A,S,Fricative,TH,Fricative,Follow,0
ESTH,E,S,Fricative,TH,Fricative,Follow,0
ISTH,I,S,Fricative,TH,Fricative,Follow,0
OSTH,O,S,Fricative,TH,Fricative,Follow,0
USTH,U,S,Fricative,TH,Fricative,Follow,0
ASDH,A,S,Fricative,DH,Fricative,Follow,0
ESDH,E,S,Fricative,DH,Fricative,Follow,0
ISDH,I,S,Fricative,DH,Fricative,Follow,0
OSDH,O,S,Fricative,DH,Fricative,Follow,0
USDH,U,S,Fricative,DH,Fricative,Follow,0
ASZ,A,S,Fricative,Z,Fricative,Follow,0
ESZ,E,S,Fricative,Z,Fricative,Follow,0
ISZ,I,S,Fricative,Z,Fricative,Follow,0
OSZ,O,S,Fricative,Z,Fricative,Follow,0
USZ,U,S,Fricative,Z,Fricative,Follow,0
ASSH,A,S,Fricative,SH,Fricative,Follow,0
ESSH,E,S,Fricative,SH,Fricative,Follow,0
ISSH,I,S,Fricative,SH,Fricative,Follow,0
OSSH,O,S,Fricative,SH,Fricative,Follow,0
USSH,U,S,Fricative,SH,Fricative,Follow,0
ASZH,A,S,Fricative,ZH,Fricative,Follow,0
ESZH,E,S,Fricative,ZH,Fricative,Follow,0
ISZH,I,S,Fricative,ZH,Fricative,Follow,0
OSZH,O,S,Fricative,ZH,Fricative,Follow,0
USZH,U,S,Fricative,ZH,Fricative,Follow,0
ASH,A,S,Fricative,H,Fricative,Follow,0
ESH,E,S,Fricative,H,Fricative,Follow,0
ISH,I,S,Fricative,H,Fricative,Follow,0
OSH,O,S,Fricative,H,Fricative,Follow,0
USH,U,S,Fricative,H,Fricative,Follow,0
AZP,A,Z,Fricative,P,Plosive,Follow,-1
EZP,E,Z,Fricative,P,Plosive,Follow,-1
IZP,I,Z,Fricative,P,Plosive,Follow,-1
OZP,O,Z,Fricative,P,Plosive,Follow,-1
UZP,U,Z,Fricative,P,Plosive,Follow,-1
AZB,A,Z,Fricative,B,Plosive,Follow,-1
EZB,E,Z,Fricative,B,Plosive,Follow,-1
IZB,I,Z,Fricative,B,Plosive,Follow,-1
OZB,O,Z,Fricative,B,Plosive,Follow,-1
UZB,U,Z,Fricative,B,Plosive,Follow,-1
AZT,A,Z,Fricative,T,Plosive,Follow,-1
EZT,E,Z,Fricative,T,Plosive,Follow,-1
IZT,I,Z,Fricative,T,Plosive,Follow,-1
OZT,O,Z,Fricative,T,Plosive,Follow,-1
UZT,U,Z,Fricative,T,Plosive,Follow,-1
AZD,A,Z,Fricative,D,Plosive,Follow,-1
EZD,E,Z,Fricative,D,Plosive,Follow,-1
IZD,I,Z,Fricative,D,Plosive,Follow,-1
OZD,O,Z,Fricative,D,Plosive,Follow,-1
UZD,U,Z,Fricative,D,Plosive,Follow,-1
AZK,A,Z,Fricative,K,Plosive,Follow,-1
EZK,E,Z,Fricative,K,Plosive,Follow,-1
IZK,I,Z,Fricative,K,Plosive,Follow,-1
OZK,O,Z,Fricative,K,Plosive,Follow,-1
UZK,U,Z,Fricative,K,Plosive,Follow,-1
AZG,A,Z,Fricative,G,Plosive,Follow,-1
EZG,E,Z,Fricative,G,Plosive,Follow,-1
IZG,I,Z,Fricative,G,Plosive,Follow,-1
OZG,O,Z,Fricative,G,Plosive,Follow,-1
UZG,U,Z,Fricative,G,Plosive,Follow,-1
AZQ,A,Z,Fricative,Q,Plosive,Follow,-1
EZQ,E,Z,Fricative,Q,Plosive,Follow,-1
IZQ,I,Z,Fricative,Q,Plosive,Follow,-1
OZQ,O,Z,Fricative,Q,Plosive,Follow,-1
UZQ,U,Z,Fricative,Q,Plosive,Follow,-1
AZF,A,Z,Fricative,F,Fricative,Follow,0
EZF,E,Z,Fricative,F,Fricative,Follow,0
IZF,I,Z,Fricative,F,Fricative,Follow,0
OZF,O,Z,Fricative,F,Fricative,Follow,0
UZF,U,Z,Fricative,F,Fricative,Follow,0
AZV,A,Z,Fricative,V,Fricative,Follow,0
EZV,E,Z,Fricative,V,Fricative,Follow,0
IZV,I,Z,Fricative,V,Fricative,Follow,0
OZV,O,Z,Fricative,V,Fricative,Follow,0
UZV,U,Z,Fricative,V,Fricative,Follow,0
AZTH,A,Z,Fricative,TH,Fricative,Follow,0
EZTH,E,Z,Fricative,TH,Fricative,Follow,0
IZTH,I,Z,Fricative,TH,Fricative,Follow,0
OZTH,O,Z,Fricative,TH,Fricative,Follow,0
UZTH,U,Z,Fricative,TH,Fricative,Follow,0
AZDH,A,Z,Fricative,DH,Fricative,Follow,0
EZDH,E,Z,Fricative,DH,Fricative,Follow,0
IZDH,I,Z,Fricative,DH,Fricative,Follow,0
OZDH,O,Z,Fricative,DH,Fricative,Follow,0
UZDH,U,Z,Fricative,DH,Fricative,Follow,0
AZS,A,Z,Fricative,S,Fricative,Follow,0
EZS,E,Z,Fricative,S,Fricative,Follow,0
IZS,I,Z,Fricative,S,Fricative,Follow,0
OZS,O,Z,Fricative,S,Fricative,Follow,0
UZS,U,Z,Fricative,S,Fricative,Follow,0
AZSH,A,Z,Fricative,SH,Fricative,Follow,0
EZSH,E,Z,Fricative,SH,Fricative,Follow,0
IZSH,I,Z,Fricative,SH,Fricative,Follow,0
OZSH,O,Z,Fricative,SH,Fricative,Follow,0
UZSH,U,Z,Fricative,SH,Fricative,Follow,0
AZZH,A,Z,Fricative,ZH,Fricative,Follow,0
EZZH,E,Z,Fricative,ZH,Fricative,Follow,0
IZZH,I,Z,Fricative,ZH,Fricative,Follow,0
OZZH,O,Z,Fricative,ZH,Fricative,Follow,0
UZZH,U,Z,Fricative,ZH,Fricative,Follow,0
AZH,A,Z,Fricative,H,Fricative,Follow,0
EZH,E,Z,Fricative,H,Fricative,Follow,0
IZH,I,Z,Fricative,H,Fricative,Follow,0
OZH,O,Z,Fricative,H,Fricative,Follow,0
UZH,U,Z,Fricative,H,Fricative,Follow,0
ASHP,A,SH,Fricative,P,Plosive,Follow,-1
ESHP,E,SH,Fricative,P,Plosive,Follow,-1
ISHP,I,SH,Fricative,P,Plosive,Follow,-1
OSHP,O,SH,Fricative,P,Plosive,Follow,-1
USHP,U,SH,Fricative,P,Plosive,Follow,-1
ASHB,A,SH,Fricative,B,Plosive,Follow,-1
ESHB,E,SH,Fricative,B,Plosive,Follow,-1
ISHB,I,SH,Fricative,B,Plosive,Follow,-1
OSHB,O,SH,Fricative,B,Plosive,Follow,-1
USHB,U,SH,Fricative,B,Plosive,Follow,-1
ASHT,A,SH,Fricative,T,Plosive,Follow,-1
ESHT,E,SH,Fricative,T,Plosive,Follow,-1
ISHT,I,SH,Fricative,T,Plosive,Follow,-1
OSHT,O,SH,Fricative,T,Plosive,Follow,-1
USHT,U,SH,Fricative,T,Plosive,Follow,-1
ASHD,A,SH,Fricative,D,Plosive,Follow,-1
ESHD,E,SH,Fricative,D,Plosive,Follow,-1
ISHD,I,SH,Fricative,D,Plosive,Follow,-1
OSHD,O,SH,Fricative,D,Plosive,Follow,-1
USHD,U,SH,Fricative,D,Plosive,Follow,-1
ASHK,A,SH,Fricative,K,Plosive,Follow,-1
ESHK,E,SH,Fricative,K,Plosive,Follow,-1
ISHK,I,SH,Fricative,K,Plosive,Follow,-1
OSHK,O,SH,Fricative,K,Plosive,Follow,-1
USHK,U,SH,Fricative,K,Plosive,Follow,-1
ASHG,A,SH,Fricative,G,Plosive,Follow,-1
ESHG,E,SH,Fricative,G,Plosive,Follow,-1
ISHG,I,SH,Fricative,G,Plosive,Follow,-1
OSHG,O,SH,Fricative,G,Plosive,Follow,-1
USHG,U,SH,Fricative,G,Plosive,Follow,-1
ASHQ,A,SH,Fricative,Q,Plosive,Follow,-1
ESHQ,E,SH,Fricative,Q,Plosive,Follow,-1
ISHQ,I,SH,Fricative,Q,Plosive,Follow,-1
OSHQ,O,SH,Fricative,Q,Plosive,Follow,-1
USHQ,U,SH,Fricative,Q,Plosive,Follow,-1
ASHF,A,SH,Fricative,F,Fricative,Follow,0
ESHF,E,SH,Fricative,F,Fricative,Follow,0
ISHF,I,SH,Fricative,F,Fricative,Follow,0
OSHF,O,SH,Fricative,F,Fricative,Follow,0
USHF,U,SH,Fricative,F,Fricative,Follow,0
ASHV,A,SH,Fricative,V,Fricative,Follow,0
ESHV,E,SH,Fricative,V,Fricative,Follow,0
ISHV,I,SH,Fricative,V,Fricative,Follow,0
OSHV,O,SH,Fricative,V,Fricative,Follow,0
USHV,U,SH,Fricative,V,Fricative,Follow,0
ASHTH,A,SH,Fricative,TH,Fricative,Follow,0
ESHTH,E,SH,Fricative,TH,Fricative,Follow,0
ISHTH,I,SH,Fricative,TH,Fricative,Follow,0
OSHTH,O,SH,Fricative,TH,Fricative,Follow,0
USHTH,U,SH,Fricative,TH,Fricative,Follow,0
ASHDH,A,SH,Fricative,DH,Fricative,Follow,0
ESHDH,E,SH,Fricative,DH,Fricative,Follow,0
ISHDH,I,SH,Fricative,DH,Fricative,Follow,0
OSHDH,O,SH,Fricative,DH,Fricative,Follow,0
USHDH,U,SH,Fricative,DH,Fricative,Follow,0
ASHS,A,SH,Fricative,S,Fricative,Follow,0
ESHS,E,SH,Fricative,S,Fricative,Follow,0
ISHS,I,SH,Fricative,S,Fricative,Follow,0
OSHS,O,SH,Fricative,S,Fricative,Follow,0
USHS,U,SH,Fricative,S,Fricative,Follow,0
ASHZ,A,SH,Fricative,Z,Fricative,Follow,0
ESHZ,E,SH,Fricative,Z,Fricative,Follow,0
ISHZ,I,SH,Fricative,Z,Fricative,Follow,0
OSHZ,O,SH,Fricative,Z,Fricative,Follow,0
USHZ,U,SH,Fricative,Z,Fricative,Follow,0
ASHZH,A,SH,Fricative,ZH,Fricative,Follow,0
ESHZH,E,SH,Fricative,ZH,Fricative,Follow,0
ISHZH,I,SH,Fricative,ZH,Fricative,Follow,0
OSHZH,O,SH,Fricative,ZH,Fricative,Follow,0
USHZH,U,SH,Fricative,ZH,Fricative,Follow,0
ASHH,A,SH,Fricative,H,Fricative,Follow,0
ESHH,E,SH,Fricative,H,Fricative,Follow,0
ISHH,I,SH,Fricative,H,Fricative,Follow,0
OSHH,O,SH,Fricative,H,Fricative,Follow,0
USHH,U,SH,Fricative,H,Fricative,Follow,0
AZHP,A,ZH,Fricative,P,Plosive,Follow,-1
EZHP,E,ZH,Fricative,P,Plosive,Follow,-1
IZHP,I,ZH,Fricative,P,Plosive,Follow,-1
OZHP,O,ZH,Fricative,P,Plosive,Follow,-1
UZHP,U,ZH,Fricative,P,Plosive,Follow,-1
AZHB,A,ZH,Fricative,B,Plosive,Follow,-1
EZHB,E,ZH,Fricative,B,Plosive,Follow,-1
IZHB,I,ZH,Fricative,B,Plosive,Follow,-1
OZHB,O,ZH,Fricative,B,Plosive,Follow,-1
UZHB,U,ZH,Fricative,B,Plosive,Follow,-1
AZHT,A,ZH,Fricative,T,Plosive,Follow,-1
EZHT,E,ZH,Fricative,T,Plosive,Follow,-1
IZHT,I,ZH,Fricative,T,Plosive,Follow,-1
OZHT,O,ZH,Fricative,T,Plosive,Follow,-1
UZHT,U,ZH,Fricative,T,Plosive,Follow,-1
AZHD,A,ZH,Fricative,D,Plosive,Follow,-1
EZHD,E,ZH,Fricative,D,Plosive,Follow,-1
IZHD,I,ZH,Fricative,D,Plosive,Follow,-1
OZHD,O,ZH,Fricative,D,Plosive,Follow,-1
UZHD,U,ZH,Fricative,D,Plosive,Follow,-1
AZHK,A,ZH,Fricative,K,Plosive,Follow,-1
EZHK,E,ZH,Fricative,K,Plosive,Follow,-1
IZHK,I,ZH,Fricative,K,Plosive,Follow,-1
OZHK,O,ZH,Fricative,K,Plosive,Follow,-1
UZHK,U,ZH,Fricative,K,Plosive,Follow,-1
AZHG,A,ZH,Fricative,G,Plosive,Follow,-1
EZHG,E,ZH,Fricative,G,Plosive,Follow,-1
IZHG,I,ZH,Fricative,G,Plosive,Follow,-1
OZHG,O,ZH,Fricative,G,Plosive,Follow,-1
UZHG,U,ZH,Fricative,G,Plosive,Follow,-1
AZHQ,A,ZH,Fricative,Q,Plosive,Follow,-1
EZHQ,E,ZH,Fricative,Q,Plosive,Follow,-1
IZHQ,I,ZH,Fricative,Q,Plosive,Follow,-1
OZHQ,O,ZH,Fricative,Q,Plosive,Follow,-1
UZHQ,U,ZH,Fricative,Q,Plosive,Follow,-1
AZHF,A,ZH,Fricative,F,Fricative,Follow,0
EZHF,E,ZH,Fricative,F,Fricative,Follow,0
IZHF,I,ZH,Fricative,F,Fricative,Follow,0
OZHF,O,ZH,Fricative,F,Fricative,Follow,0
UZHF,U,ZH,Fricative,F,Fricative,Follow,0
AZHV,A,ZH,Fricative,V,Fricative,Follow,0
EZHV,E,ZH,Fricative,V,Fricative,Follow,0
IZHV,I,ZH,Fricative,V,Fricative,Follow,0
OZHV,O,ZH,Fricative,V,Fricative,Follow,0
UZHV,U,ZH,Fricative,V,Fricative,Follow,0
AZHTH,A,ZH,Fricative,TH,Fricative,Follow,0
EZHTH,E,ZH,Fricative,TH,Fricative,Follow,0
IZHTH,I,ZH,Fricative,TH,Fricative,Follow,0
OZHTH,O,ZH,Fricative,TH,Fricative,Follow,0
UZHTH,U,ZH,Fricative,TH,Fricative,Follow,0
AZHDH,A,ZH,Fricative,DH,Fricative,Follow,0
EZHDH,E,ZH,Fricative,DH,Fricative,Follow,0
IZHDH,I,ZH,Fricative,DH,Fricative,Follow,0
OZHDH,O,ZH,Fricative,DH,Fricative,Follow,0
UZHDH,U,ZH,Fricative,DH,Fricative,Follow,0
AZHS,A,ZH,Fricative,S,Fricative,Follow,0
EZHS,E,ZH,Fricative,S,Fricative,Follow,0
IZHS,I,ZH,Fricative,S,Fricative,Follow,0
OZHS,O,ZH,Fricative,S,Fricative,Follow,0
UZHS,U,ZH,Fricative,S,Fricative,Follow,0
AZHZ,A,ZH,Fricative,Z,Fricative,Follow,0
EZHZ,E,ZH,Fricative,Z,Fricative,Follow,0
IZHZ,I,ZH,Fricative,Z,Fricative,Follow,0
OZHZ,O,ZH,Fricative,Z,Fricative,Follow,0
UZHZ,U,ZH,Fricative,Z,Fricative,Follow,0
AZHSH,A,ZH,Fricative,SH,Fricative,Follow,0
EZHSH,E,ZH,Fricative,SH,Fricative,Follow,0
IZHSH,I,ZH,Fricative,SH,Fricative,Follow,0
OZHSH,O,ZH,Fricative,SH,Fricative,Follow,0
UZHSH,U,ZH,Fricative,SH,Fricative,Follow,0
AZHH,A,ZH,Fricative,H,Fricative,Follow,0
EZHH,E,ZH,Fricative,H,Fricative,Follow,0
IZHH,I,ZH,Fricative,H,Fricative,Follow,0
OZHH,O,ZH,Fricative,H,Fricative,Follow,0
UZHH,U,ZH,Fricative,H,Fricative,Follow,0
AHP,A,H,Fricative,P,Plosive,Follow,-1
EHP,E,H,Fricative,P,Plosive,Follow,-1
IHP,I,H,Fricative,P,Plosive,Follow,-1
OHP,O,H,Fricative,P,Plosive,Follow,-1
UHP,U,H,Fricative,P,Plosive,Follow,-1
AHB,A,H,Fricative,B,Plosive,Follow,-1
EHB,E,H,Fricative,B,Plosive,Follow,-1
IHB,I,H,Fricative,B,Plosive,Follow,-1
OHB,O,H,Fricative,B,Plosive,Follow,-1
UHB,U,H,Fricative,B,Plosive,Follow,-1
AHT,A,H,Fricative,T,Plosive,Follow,-1
EHT,E,H,Fricative,T,Plosive,Follow,-1
IHT,I,H,Fricative,T,Plosive,Follow,-1
OHT,O,H,Fricative,T,Plosive,Follow,-1
UHT,U,H,Fricative,T,Plosive,Follow,-1
AHD,A,H,Fricative,D,Plosive,Follow,-1
EHD,E,H,Fricative,D,Plosive,Follow,-1
IHD,I,H,Fricative,D,Plosive,Follow,-1
OHD,O,H,Fricative,D,Plosive,Follow,-1
UHD,U,H,Fricative,D,Plosive,Follow,-1
AHK,A,H,Fricative,K,Plosive,Follow,-1
EHK,E,H,Fricative,K,Plosive,Follow,-1
IHK,I,H,Fricative,K,Plosive,Follow,-1
OHK,O,H,Fricative,K,Plosive,Follow,-1
UHK,U,H,Fricative,K,Plosive,Follow,-1
AHG,A,H,Fricative,G,Plosive,Follow,-1
EHG,E,H,Fricative,G,Plosive,Follow,-1
IHG,I,H,Fricative,G,Plosive,Follow,-1
OHG,O,H,Fricative,G,Plosive,Follow,-1
UHG,U,H,Fricative,G,Plosive,Follow,-1
AHQ,A,H,Fricative,Q,Plosive,Follow,-1
EHQ,E,H,Fricative,Q,Plosive,Follow,-1
IHQ,I,H,Fricative,Q,Plosive,Follow,-1
OHQ,O,H,Fricative,Q,Plosive,Follow,-1
UHQ,U,H,Fricative,Q,Plosive,Follow,-1
AHF,A,H,Fricative,F,Fricative,Follow,0
EHF,E,H,Fricative,F,Fricative,Follow,0
IHF,I,H,Fricative,F,Fricative,Follow,0
OHF,O,H,Fricative,F,Fricative,Follow,0
UHF,U,H,Fricative,F,Fricative,Follow,0
AHV,A,H,Fricative,V,Fricative,Follow,0
EHV,E,H,Fricative,V,Fricative,Follow,0
IHV,I,H,Fricative,V,Fricative,Follow,0
OHV,O,H,Fricative,V,Fricative,Follow,0
UHV,U,H,Fricative,V,Fricative,Follow,0
AHTH,A,H,Fricative,TH,Fricative,Follow,0
EHTH,E,H,Fricative,TH,Fricative,Follow,0
IHTH,I,H,Fricative,TH,Fricative,Follow,0
OHTH,O,H,Fricative,TH,Fricative,Follow,0
UHTH,U,H,Fricative,TH,Fricative,Follow,0
AHDH,A,H,Fricative,DH,Fricative,Follow,0
EHDH,E,H,Fricative,DH,Fricative,Follow,0
IHDH,I,H,Fricative,DH,Fricative,Follow,0
OHDH,O,H,Fricative,DH,Fricative,Follow,0
UHDH,U,H,Fricative,DH,Fricative,Follow,0
AHS,A,H,Fricative,S,Fricative,Follow,0
EHS,E,H,Fricative,S,Fricative,Follow,0
IHS,I,H,Fricative,S,Fricative,Follow,0
OHS,O,H,Fricative,S,Fricative,Follow,0
UHS,U,H,Fricative,S,Fricative,Follow,0
AHZ,A,H,Fricative,Z,Fricative,Follow,0
EHZ,E,H,Fricative,Z,Fricative,Follow,0
IHZ,I,H,Fricative,Z,Fricative,Follow,0
OHZ,O,H,Fricative,Z,Fricative,Follow,0
UHZ,U,H,Fricative,Z,Fricative,Follow,0
AHSH,A,H,Fricative,SH,Fricative,Follow,0
EHSH,E,H,Fricative,SH,Fricative,Follow,0
IHSH,I,H,Fricative,SH,Fricative,Follow,0
OHSH,O,H,Fricative,SH,Fricative,Follow,0
UHSH,U,H,Fricative,SH,Fricative,Follow,0
AHZH,A,H,Fricative,ZH,Fricative,Follow,0
EHZH,E,H,Fricative,ZH,Fricative,Follow,0
IHZH,I,H,Fricative,ZH,Fricative,Follow,0
OHZH,O,H,Fricative,ZH,Fricative,Follow,0
UHZH,U,H,Fricative,ZH,Fricative,Follow,0
ACHP,A,CH,Affricate,P,Plosive,Follow,-2
ECHP,E,CH,Affricate,P,Plosive,Follow,-2
ICHP,I,CH,Affricate,P,Plosive,Follow,-2
OCHP,O,CH,Affricate,P,Plosive,Follow,-2
UCHP,U,CH,Affricate,P,Plosive,Follow,-2
ACHB,A,CH,Affricate,B,Plosive,Follow,-2
ECHB,E,CH,Affricate,B,Plosive,Follow,-2
ICHB,I,CH,Affricate,B,Plosive,Follow,-2
OCHB,O,CH,Affricate,B,Plosive,Follow,-2
UCHB,U,CH,Affricate,B,Plosive,Follow,-2
ACHT,A,CH,Affricate,T,Plosive,Follow,-2
ECHT,E,CH,Affricate,T,Plosive,Follow,-2
ICHT,I,CH,Affricate,T,Plosive,Follow,-2
OCHT,O,CH,Affricate,T,Plosive,Follow,-2
UCHT,U,CH,Affricate,T,Plosive,Follow,-2
ACHD,A,CH,Affricate,D,Plosive,Follow,-2
ECHD,E,CH,Affricate,D,Plosive,Follow,-2
ICHD,I,CH,Affricate,D,Plosive,Follow,-2
OCHD,O,CH,Affricate,D,Plosive,Follow,-2
UCHD,U,CH,Affricate,D,Plosive,Follow,-2
ACHK,A,CH,Affricate,K,Plosive,Follow,-2
ECHK,E,CH,Affricate,K,Plosive,Follow,-2
ICHK,I,CH,Affricate,K,Plosive,Follow,-2
OCHK,O,CH,Affricate,K,Plosive,Follow,-2
UCHK,U,CH,Affricate,K,Plosive,Follow,-2
ACHG,A,CH,Affricate,G,Plosive,Follow,-2
ECHG,E,CH,Affricate,G,Plosive,Follow,-2
ICHG,I,CH,Affricate,G,Plosive,Follow,-2
OCHG,O,CH,Affricate,G,Plosive,Follow,-2
UCHG,U,CH,Affricate,G,Plosive,Follow,-2
ACHQ,A,CH,Affricate,Q,Plosive,Follow,-2
ECHQ,E,CH,Affricate,Q,Plosive,Follow,-2
ICHQ,I,CH,Affricate,Q,Plosive,Follow,-2
OCHQ,O,CH,Affricate,Q,Plosive,Follow,-2
UCHQ,U,CH,Affricate,Q,Plosive,Follow,-2
ACHF,A,CH,Affricate,F,Fricative,Follow,-1
ECHF,E,CH,Affricate,F,Fricative,Follow,-1
ICHF,I,CH,Affricate,F,Fricative,Follow,-1
OCHF,O,CH,Affricate,F,Fricative,Follow,-1
UCHF,U,CH,Affricate,F,Fricative,Follow,-1
ACHV,A,CH,Affricate,V,Fricative,Follow,-1
ECHV,E,CH,Affricate,V,Fricative,Follow,-1
ICHV,I,CH,Affricate,V,Fricative,Follow,-1
OCHV,O,CH,Affricate,V,Fricative,Follow,-1
UCHV,U,CH,Affricate,V,Fricative,Follow,-1
ACHTH,A,CH,Affricate,TH,Fricative,Follow,-1
ECHTH,E,CH,Affricate,TH,Fricative,Follow,-1
ICHTH,I,CH,Affricate,TH,Fricative,Follow,-1
OCHTH,O,CH,Affricate,TH,Fricative,Follow,-1
UCHTH,U,CH,Affricate,TH,Fricative,Follow,-1
ACHDH,A,CH,Affricate,DH,Fricative,Follow,-1
ECHDH,E,CH,Affricate,DH,Fricative,Follow,-1
ICHDH,I,CH,Affricate,DH,Fricative,Follow,-1
OCHDH,O,CH,Affricate,DH,Fricative,Follow,-1
UCHDH,U,CH,Affricate,DH,Fricative,Follow,-1
ACHS,A,CH,Affricate,S,Fricative,Follow,-1
ECHS,E,CH,Affricate,S,Fricative,Follow,-1
ICHS,I,CH,Affricate,S,Fricative,Follow,-1
OCHS,O,CH,Affricate,S,Fricative,Follow,-1
UCHS,U,CH,Affricate,S,Fricative,Follow,-1
ACHZ,A,CH,Affricate,Z,Fricative,Follow,-1
ECHZ,E,CH,Affricate,Z,Fricative,Follow,-1
ICHZ,I,CH,Affricate,Z,Fricative,Follow,-1
OCHZ,O,CH,Affricate,Z,Fricative,Follow,-1
UCHZ,U,CH,Affricate,Z,Fricative,Follow,-1
ACHSH,A,CH,Affricate,SH,Fricative,Follow,-1
ECHSH,E,CH,Affricate,SH,Fricative,Follow,-1
ICHSH,I,CH,Affricate,SH,Fricative,Follow,-1
OCHSH,O,CH,Affricate,SH,Fricative,Follow,-1
UCHSH,U,CH,Affricate,SH,Fricative,Follow,-1
ACHZH,A,CH,Affricate,ZH,Fricative,Follow,-1
ECHZH,E,CH,Affricate,ZH,Fricative,Follow,-1
ICHZH,I,CH,Affricate,ZH,Fricative,Follow,-1
OCHZH,O,CH,Affricate,ZH,Fricative,Follow,-1
UCHZH,U,CH,Affricate,ZH,Fricative,Follow,-1
ACHH,A,CH,Affricate,H,Fricative,Follow,-1
ECHH,E,CH,Affricate,H,Fricative,Follow,-1
ICHH,I,CH,Affricate,H,Fricative,Follow,-1
OCHH,O,CH,Affricate,H,Fricative,Follow,-1
UCHH,U,CH,Affricate,H,Fricative,Follow,-1
ACHJH,A,CH,Affricate,JH,Affricate,Follow,0
ECHJH,E,CH,Affricate,JH,Affricate,Follow,0
ICHJH,I,CH,Affricate,JH,Affricate,Follow,0
OCHJH,O,CH,Affricate,JH,Affricate,Follow,0
UCHJH,U,CH,Affricate,JH,Affricate,Follow,0
AJHP,A,JH,Affricate,P,Plosive,Follow,-2
EJHP,E,JH,Affricate,P,Plosive,Follow,-2
IJHP,I,JH,Affricate,P,Plosive,Follow,-2
OJHP,O,JH,Affricate,P,Plosive,Follow,-2
UJHP,U,JH,Affricate,P,Plosive,Follow,-2
AJHB,A,JH,Affricate,B,Plosive,Follow,-2
EJHB,E,JH,Affricate,B,Plosive,Follow,-2
IJHB,I,JH,Affricate,B,Plosive,Follow,-2
OJHB,O,JH,Affricate,B,Plosive,Follow,-2
UJHB,U,JH,Affricate,B,Plosive,Follow,-2
AJHT,A,JH,Affricate,T,Plosive,Follow,-2
EJHT,E,JH,Affricate,T,Plosive,Follow,-2
IJHT,I,JH,Affricate,T,Plosive,Follow,-2
OJHT,O,JH,Affricate,T,Plosive,Follow,-2
UJHT,U,JH,Affricate,T,Plosive,Follow,-2
AJHD,A,JH,Affricate,D,Plosive,Follow,-2
EJHD,E,JH,Affricate,D,Plosive,Follow,-2
IJHD,I,JH,Affricate,D,Plosive,Follow,-2
OJHD,O,JH,Affricate,D,Plosive,Follow,-2
UJHD,U,JH,Affricate,D,Plosive,Follow,-2
AJHK,A,JH,Affricate,K,Plosive,Follow,-2
EJHK,E,JH,Affricate,K,Plosive,Follow,-2
IJHK,I,JH,Affricate,K,Plosive,Follow,-2
OJHK,O,JH,Affricate,K,Plosive,Follow,-2
