CCV,C1,C1 Manner,C2,C2 Manner,V,SSP Status,Sonority Difference
THZHA,TH,Fricative,ZH,Fricative,A,Follow,0
THZHE,TH,Fricative,ZH,Fricative,E,Follow,0
THZHI,TH,Fricative,ZH,Fricative,I,Follow,0
THZHO,TH,Fricative,ZH,Fricative,O,Follow,0
THZHU,TH,Fricative,ZH,Fricative,U,Follow,0
THHA,TH,Fricative,H,Fricative,A,Follow,0
THHE,TH,Fricative,H,Fricative,E,Follow,0
THHI,TH,Fricative,H,Fricative,I,Follow,0
THHO,TH,Fricative,H,Fricative,O,Follow,0
THHU,TH,Fricative,H,Fricative,U,Follow,0
THCHA,TH,Fricative,CH,Affricate,A,Follow,1
THCHE,TH,Fricative,CH,Affricate,E,Follow,1
THCHI,TH,Fricative,CH,Affricate,I,Follow,1
THCHO,TH,Fricative,CH,Affricate,O,Follow,1
THCHU,TH,Fricative,CH,Affricate,U,Follow,1
THJHA,TH,Fricative,JH,Affricate,A,Follow,1
THJHE,TH,Fricative,JH,Affricate,E,Follow,1
THJHI,TH,Fricative,JH,Affricate,I,Follow,1
THJHO,TH,Fricative,JH,Affricate,O,Follow,1
THJHU,TH,Fricative,JH,Affricate,U,Follow,1
THMA,TH,Fricative,M,Nasal,A,Follow,2
THME,TH,Fricative,M,Nasal,E,Follow,2
THMI,TH,Fricative,M,Nasal,I,Follow,2
THMO,TH,Fricative,M,Nasal,O,Follow,2
THMU,TH,Fricative,M,Nasal,U,Follow,2
THNA,TH,Fricative,N,Nasal,A,Follow,2
THNE,TH,Fricative,N,Nasal,E,Follow,2
THNI,TH,Fricative,N,Nasal,I,Follow,2
THNO,TH,Fricative,N,Nasal,O,Follow,2
THNU,TH,Fricative,N,Nasal,U,Follow,2
THNGA,TH,Fricative,NG,Nasal,A,Follow,2
THNGE,TH,Fricative,NG,Nasal,E,Follow,2
THNGI,TH,Fricative,NG,Nasal,I,Follow,2
THNGO,TH,Fricative,NG,Nasal,O,Follow,2
THNGU,TH,Fricative,NG,Nasal,U,Follow,2
THLA,TH,Fricative,L,Liquid,A,Follow,3
THLE,TH,Fricative,L,Liquid,E,Follow,3
THLI,TH,Fricative,L,Liquid,I,Follow,3
THLO,TH,Fricative,L,Liquid,O,Follow,3
THLU,TH,Fricative,L,Liquid,U,Follow,3
THRA,TH,Fricative,R,Liquid,A,Follow,3
THRE,TH,Fricative,R,Liquid,E,Follow,3
THRI,TH,Fricative,R,Liquid,I,Follow,3
THRO,TH,Fricative,R,Liquid,O,Follow,3
THRU,TH,Fricative,R,Liquid,U,Follow,3
THYA,TH,Fricative,Y,Glide,A,Follow,4
THYE,TH,Fricative,Y,Glide,E,Follow,4
THYI,TH,Fricative,Y,Glide,I,Follow,4
THYO,TH,Fricative,Y,Glide,O,Follow,4
THYU,TH,Fricative,Y,Glide,U,Follow,4
THWA,TH,Fricative,W,Glide,A,Follow,4
THWE,TH,Fricative,W,Glide,E,Follow,4
THWI,TH,Fricative,W,Glide,I,Follow,4
THWO,TH,Fricative,W,Glide,O,Follow,4
THWU,TH,Fricative,W,Glide,U,Follow,4
DHFA,DH,Fricative,F,Fricative,A,Follow,0
DHFE,DH,Fricative,F,Fricative,E,Follow,0
DHFI,DH,Fricative,F,Fricative,I,Follow,0
DHFO,DH,Fricative,F,Fricative,O,Follow,0
DHFU,DH,Fricative,F,Fricative,U,Follow,0
DHVA,DH,Fricative,V,Fricative,A,Follow,0
DHVE,DH,Fricative,V,Fricative,E,Follow,0
DHVI,DH,Fricative,V,Fricative,I,Follow,0
DHVO,DH,Fricative,V,Fricative,O,Follow,0
DHVU,DH,Fricative,V,Fricative,U,Follow,0
DHTHA,DH,Fricative,TH,Fricative,A,Follow,0
DHTHE,DH,Fricative,TH,Fricative,E,Follow,0
DHTHI,DH,Fricative,TH,Fricative,I,Follow,0
DHTHO,DH,Fricative,TH,Fricative,O,Follow,0
DHTHU,DH,Fricative,TH,Fricative,U,Follow,0
DHSA,DH,Fricative,S,Fricative,A,Follow,0
DHSE,DH,Fricative,S,Fricative,E,Follow,0
DHSI,DH,Fricative,S,Fricative,I,Follow,0
DHSO,DH,Fricative,S,Fricative,O,Follow,0
DHSU,DH,Fricative,S,Fricative,U,Follow,0
DHZA,DH,Fricative,Z,Fricative,A,Follow,0
DHZE,DH,Fricative,Z,Fricative,E,Follow,0
DHZI,DH,Fricative,Z,Fricative,I,Follow,0
DHZO,DH,Fricative,Z,Fricative,O,Follow,0
DHZU,DH,Fricative,Z,Fricative,U,Follow,0
DHSHA,DH,Fricative,SH,Fricative,A,Follow,0
DHSHE,DH,Fricative,SH,Fricative,E,Follow,0
DHSHI,DH,Fricative,SH,Fricative,I,Follow,0
DHSHO,DH,Fricative,SH,Fricative,O,Follow,0
DHSHU,DH,Fricative,SH,Fricative,U,Follow,0
DHZHA,DH,Fricative,ZH,Fricative,A,Follow,0
DHZHE,DH,Fricative,ZH,Fricative,E,Follow,0
DHZHI,DH,Fricative,ZH,Fricative,I,Follow,0
DHZHO,DH,Fricative,ZH,Fricative,O,Follow,0
DHZHU,DH,Fricative,ZH,Fricative,U,Follow,0
DHHA,DH,Fricative,H,Fricative,A,Follow,0
DHHE,DH,Fricative,H,Fricative,E,Follow,0
DHHI,DH,Fricative,H,Fricative,I,Follow,0
DHHO,DH,Fricative,H,Fricative,O,Follow,0
DHHU,DH,Fricative,H,Fricative,U,Follow,0
DHCHA,DH,Fricative,CH,Affricate,A,Follow,1
DHCHE,DH,Fricative,CH,Affricate,E,Follow,1
DHCHI,DH,Fricative,CH,Affricate,I,Follow,1
DHCHO,DH,Fricative,CH,Affricate,O,Follow,1
DHCHU,DH,Fricative,CH,Affricate,U,Follow,1
DHJHA,DH,Fricative,JH,Affricate,A,Follow,1
DHJHE,DH,Fricative,JH,Affricate,E,Follow,1
DHJHI,DH,Fricative,JH,Affricate,I,Follow,1
DHJHO,DH,Fricative,JH,Affricate,O,Follow,1
DHJHU,DH,Fricative,JH,Affricate,U,Follow,1
DHMA,DH,Fricative,M,Nasal,A,Follow,2
DHME,DH,Fricative,M,Nasal,E,Follow,2
DHMI,DH,Fricative,M,Nasal,I,Follow,2
DHMO,DH,Fricative,M,Nasal,O,Follow,2
DHMU,DH,Fricative,M,Nasal,U,Follow,2
DHNA,DH,Fricative,N,Nasal,A,Follow,2
DHNE,DH,Fricative,N,Nasal,E,Follow,2
DHNI,DH,Fricative,N,Nasal,I,Follow,2
DHNO,DH,Fricative,N,Nasal,O,Follow,2
DHNU,DH,Fricative,N,Nasal,U,Follow,2
DHNGA,DH,Fricative,NG,Nasal,A,Follow,2
DHNGE,DH,Fricative,NG,Nasal,E,Follow,2
DHNGI,DH,Fricative,NG,Nasal,I,Follow,2
DHNGO,DH,Fricative,NG,Nasal,O,Follow,2
DHNGU,DH,Fricative,NG,Nasal,U,Follow,2
DHLA,DH,Fricative,L,Liquid,A,Follow,3
DHLE,DH,Fricative,L,Liquid,E,Follow,3
DHLI,DH,Fricative,L,Liquid,I,Follow,3
DHLO,DH,Fricative,L,Liquid,O,Follow,3
DHLU,DH,Fricative,L,Liquid,U,Follow,3
DHRA,DH,Fricative,R,Liquid,A,Follow,3
DHRE,DH,Fricative,R,Liquid,E,Follow,3
DHRI,DH,Fricative,R,Liquid,I,Follow,3
DHRO,DH,Fricative,R,Liquid,O,Follow,3
DHRU,DH,Fricative,R,Liquid,U,Follow,3
DHYA,DH,Fricative,Y,Glide,A,Follow,4
DHYE,DH,Fricative,Y,Glide,E,Follow,4
DHYI,DH,Fricative,Y,Glide,I,Follow,4
DHYO,DH,Fricative,Y,Glide,O,Follow,4
DHYU,DH,Fricative,Y,Glide,U,Follow,4
DHWA,DH,Fricative,W,Glide,A,Follow,4
DHWE,DH,Fricative,W,Glide,E,Follow,4
DHWI,DH,Fricative,W,Glide,I,Follow,4
DHWO,DH,Fricative,W,Glide,O,Follow,4
DHWU,DH,Fricative,W,Glide,U,Follow,4
SFA,S,Fricative,F,Fricative,A,Follow,0
SFE,S,Fricative,F,Fricative,E,Follow,0
SFI,S,Fricative,F,Fricative,I,Follow,0
SFO,S,Fricative,F,Fricative,O,Follow,0
SFU,S,Fricative,F,Fricative,U,Follow,0
SVA,S,Fricative,V,Fricative,A,Follow,0
SVE,S,Fricative,V,Fricative,E,Follow,0
SVI,S,Fricative,V,Fricative,I,Follow,0
SVO,S,Fricative,V,Fricative,O,Follow,0
SVU,S,Fricative,V,Fricative,U,Follow,0
STHA,S,Fricative,TH,Fricative,A,Follow,0
STHE,S,Fricative,TH,Fricative,E,Follow,0
STHI,S,Fricative,TH,Fricative,I,Follow,0
STHO,S,Fricative,TH,Fricative,O,Follow,0
STHU,S,Fricative,TH,Fricative,U,Follow,0
SDHA,S,Fricative,DH,Fricative,A,Follow,0
SDHE,S,Fricative,DH,Fricative,E,Follow,0
SDHI,S,Fricative,DH,Fricative,I,Follow,0
SDHO,S,Fricative,DH,Fricative,O,Follow,0
SDHU,S,Fricative,DH,Fricative,U,Follow,0
SZA,S,Fricative,Z,Fricative,A,Follow,0
SZE,S,Fricative,Z,Fricative,E,Follow,0
SZI,S,Fricative,Z,Fricative,I,Follow,0
SZO,S,Fricative,Z,Fricative,O,Follow,0
SZU,S,Fricative,Z,Fricative,U,Follow,0
SSHA,S,Fricative,SH,Fricative,A,Follow,0
SSHE,S,Fricative,SH,Fricative,E,Follow,0
SSHI,S,Fricative,SH,Fricative,I,Follow,0
SSHO,S,Fricative,SH,Fricative,O,Follow,0
SSHU,S,Fricative,SH,Fricative,U,Follow,0
SZHA,S,Fricative,ZH,Fricative,A,Follow,0
SZHE,S,Fricative,ZH,Fricative,E,Follow,0
SZHI,S,Fricative,ZH,Fricative,I,Follow,0
SZHO,S,Fricative,ZH,Fricative,O,Follow,0
SZHU,S,Fricative,ZH,Fricative,U,Follow,0
SHA,S,Fricative,H,Fricative,A,Follow,0
SHE,S,Fricative,H,Fricative,E,Follow,0
SHI,S,Fricative,H,Fricative,I,Follow,0
SHO,S,Fricative,H,Fricative,O,Follow,0
SHU,S,Fricative,H,Fricative,U,Follow,0
SCHA,S,Fricative,CH,Affricate,A,Follow,1
SCHE,S,Fricative,CH,Affricate,E,Follow,1
SCHI,S,Fricative,CH,Affricate,I,Follow,1
SCHO,S,Fricative,CH,Affricate,O,Follow,1
SCHU,S,Fricative,CH,Affricate,U,Follow,1
SJHA,S,Fricative,JH,Affricate,A,Follow,1
SJHE,S,Fricative,JH,Affricate,E,Follow,1
SJHI,S,Fricative,JH,Affricate,I,Follow,1
SJHO,S,Fricative,JH,Affricate,O,Follow,1
SJHU,S,Fricative,JH,Affricate,U,Follow,1
SMA,S,Fricative,M,Nasal,A,Follow,2
SME,S,Fricative,M,Nasal,E,Follow,2
SMI,S,Fricative,M,Nasal,I,Follow,2
SMO,S,Fricative,M,Nasal,O,Follow,2
SMU,S,Fricative,M,Nasal,U,Follow,2
SNA,S,Fricative,N,Nasal,A,Follow,2
SNE,S,Fricative,N,Nasal,E,Follow,2
SNI,S,Fricative,N,Nasal,I,Follow,2
SNO,S,Fricative,N,Nasal,O,Follow,2
SNU,S,Fricative,N,Nasal,U,Follow,2
SNGA,S,Fricative,NG,Nasal,A,Follow,2
SNGE,S,Fricative,NG,Nasal,E,Follow,2
SNGI,S,Fricative,NG,Nasal,I,Follow,2
SNGO,S,Fricative,NG,Nasal,O,Follow,2
SNGU,S,Fricative,NG,Nasal,U,Follow,2
SLA,S,Fricative,L,Liquid,A,Follow,3
SLE,S,Fricative,L,Liquid,E,Follow,3
SLI,S,Fricative,L,Liquid,I,Follow,3
SLO,S,Fricative,L,Liquid,O,Follow,3
SLU,S,Fricative,L,Liquid,U,Follow,3
SRA,S,Fricative,R,Liquid,A,Follow,3
SRE,S,Fricative,R,Liquid,E,Follow,3
SRI,S,Fricative,R,Liquid,I,Follow,3
SRO,S,Fricative,R,Liquid,O,Follow,3
SRU,S,Fricative,R,Liquid,U,Follow,3
SYA,S,Fricative,Y,Glide,A,Follow,4
SYE,S,Fricative,Y,Glide,E,Follow,4
SYI,S,Fricative,Y,Glide,I,Follow,4
SYO,S,Fricative,Y,Glide,O,Follow,4
SYU,S,Fricative,Y,Glide,U,Follow,4
SWA,S,Fricative,W,Glide,A,Follow,4
SWE,S,Fricative,W,Glide,E,Follow,4
SWI,S,Fricative,W,Glide,I,Follow,4
SWO,S,Fricative,W,Glide,O,Follow,4
SWU,S,Fricative,W,Glide,U,Follow,4
ZFA,Z,Fricative,F,Fricative,A,Follow,0
ZFE,Z,Fricative,F,Fricative,E,Follow,0
ZFI,Z,Fricative,F,Fricative,I,Follow,0
ZFO,Z,Fricative,F,Fricative,O,Follow,0
ZFU,Z,Fricative,F,Fricative,U,Follow,0
ZVA,Z,Fricative,V,Fricative,A,Follow,0
ZVE,Z,Fricative,V,Fricative,E,Follow,0
ZVI,Z,Fricative,V,Fricative,I,Follow,0
ZVO,Z,Fricative,V,Fricative,O,Follow,0
ZVU,Z,Fricative,V,Fricative,U,Follow,0
ZTHA,Z,Fricative,TH,Fricative,A,Follow,0
ZTHE,Z,Fricative,TH,Fricative,E,Follow,0
ZTHI,Z,Fricative,TH,Fricative,I,Follow,0
ZTHO,Z,Fricative,TH,Fricative,O,Follow,0
ZTHU,Z,Fricative,TH,Fricative,U,Follow,0
ZDHA,Z,Fricative,DH,Fricative,A,Follow,0
ZDHE,Z,Fricative,DH,Fricative,E,Follow,0
ZDHI,Z,Fricative,DH,Fricative,I,Follow,0
ZDHO,Z,Fricative,DH,Fricative,O,Follow,0
ZDHU,Z,Fricative,DH,Fricative,U,Follow,0
ZSA,Z,Fricative,S,Fricative,A,Follow,0
ZSE,Z,Fricative,S,Fricative,E,Follow,0
ZSI,Z,Fricative,S,Fricative,I,Follow,0
ZSO,Z,Fricative,S,Fricative,O,Follow,0
ZSU,Z,Fricative,S,Fricative,U,Follow,0
ZSHA,Z,Fricative,SH,Fricative,A,Follow,0
ZSHE,Z,Fricative,SH,Fricative,E,Follow,0
ZSHI,Z,Fricative,SH,Fricative,I,Follow,0
ZSHO,Z,Fricative,SH,Fricative,O,Follow,0
ZSHU,Z,Fricative,SH,Fricative,U,Follow,0
ZZHA,Z,Fricative,ZH,Fricative,A,Follow,0
ZZHE,Z,Fricative,ZH,Fricative,E,Follow,0
ZZHI,Z,Fricative,ZH,Fricative,I,Follow,0
ZZHO,Z,Fricative,ZH,Fricative,O,Follow,0
ZZHU,Z,Fricative,ZH,Fricative,U,Follow,0
ZHA,Z,Fricative,H,Fricative,A,Follow,0
ZHE,Z,Fricative,H,Fricative,E,Follow,0
ZHI,Z,Fricative,H,Fricative,I,Follow,0
ZHO,Z,Fricative,H,Fricative,O,Follow,0
ZHU,Z,Fricative,H,Fricative,U,Follow,0
ZCHA,Z,Fricative,CH,Affricate,A,Follow,1
ZCHE,Z,Fricative,CH,Affricate,E,Follow,1
ZCHI,Z,Fricative,CH,Affricate,I,Follow,1
ZCHO,Z,Fricative,CH,Affricate,O,Follow,1
ZCHU,Z,Fricative,CH,Affricate,U,Follow,1
ZJHA,Z,Fricative,JH,Affricate,A,Follow,1
ZJHE,Z,Fricative,JH,Affricate,E,Follow,1
ZJHI,Z,Fricative,JH,Affricate,I,Follow,1
ZJHO,Z,Fricative,JH,Affricate,O,Follow,1
ZJHU,Z,Fricative,JH,Affricate,U,Follow,1
ZMA,Z,Fricative,M,Nasal,A,Follow,2
ZME,Z,Fricative,M,Nasal,E,Follow,2
ZMI,Z,Fricative,M,Nasal,I,Follow,2
ZMO,Z,Fricative,M,Nasal,O,Follow,2
ZMU,Z,Fricative,M,Nasal,U,Follow,2
ZNA,Z,Fricative,N,Nasal,A,Follow,2
ZNE,Z,Fricative,N,Nasal,E,Follow,2
ZNI,Z,Fricative,N,Nasal,I,Follow,2
ZNO,Z,Fricative,N,Nasal,O,Follow,2
ZNU,Z,Fricative,N,Nasal,U,Follow,2
ZNGA,Z,Fricative,NG,Nasal,A,Follow,2
ZNGE,Z,Fricative,NG,Nasal,E,Follow,2
ZNGI,Z,Fricative,NG,Nasal,I,Follow,2
ZNGO,Z,Fricative,NG,Nasal,O,Follow,2
ZNGU,Z,Fricative,NG,Nasal,U,Follow,2
ZLA,Z,Fricative,L,Liquid,A,Follow,3
ZLE,Z,Fricative,L,Liquid,E,Follow,3
ZLI,Z,Fricative,L,Liquid,I,Follow,3
ZLO,Z,Fricative,L,Liquid,O,Follow,3
ZLU,Z,Fricative,L,Liquid,U,Follow,3
ZRA,Z,Fricative,R,Liquid,A,Follow,3
ZRE,Z,Fricative,R,Liquid,E,Follow,3
ZRI,Z,Fricative,R,Liquid,I,Follow,3
ZRO,Z,Fricative,R,Liquid,O,Follow,3
ZRU,Z,Fricative,R,Liquid,U,Follow,3
ZYA,Z,Fricative,Y,Glide,A,Follow,4
ZYE,Z,Fricative,Y,Glide,E,Follow,4
ZYI,Z,Fricative,Y,Glide,I,Follow,4
ZYO,Z,Fricative,Y,Glide,O,Follow,4
ZYU,Z,Fricative,Y,Glide,U,Follow,4
ZWA,Z,Fricative,W,Glide,A,Follow,4
ZWE,Z,Fricative,W,Glide,E,Follow,4
ZWI,Z,Fricative,W,Glide,I,Follow,4
ZWO,Z,Fricative,W,Glide,O,Follow,4
ZWU,Z,Fricative,W,Glide,U,Follow,4
SHFA,SH,Fricative,F,Fricative,A,Follow,0
SHFE,SH,Fricative,F,Fricative,E,Follow,0
SHFI,SH,Fricative,F,Fricative,I,Follow,0
SHFO,SH,Fricative,F,Fricative,O,Follow,0
SHFU,SH,Fricative,F,Fricative,U,Follow,0
SHVA,SH,Fricative,V,Fricative,A,Follow,0
SHVE,SH,Fricative,V,Fricative,E,Follow,0
SHVI,SH,Fricative,V,Fricative,I,Follow,0
SHVO,SH,Fricative,V,Fricative,O,Follow,0
SHVU,SH,Fricative,V,Fricative,U,Follow,0
SHTHA,SH,Fricative,TH,Fricative,A,Follow,0
SHTHE,SH,Fricative,TH,Fricative,E,Follow,0
SHTHI,SH,Fricative,TH,Fricative,I,Follow,0
SHTHO,SH,Fricative,TH,Fricative,O,Follow,0
SHTHU,SH,Fricative,TH,Fricative,U,Follow,0
SHDHA,SH,Fricative,DH,Fricative,A,Follow,0
SHDHE,SH,Fricative,DH,Fricative,E,Follow,0
SHDHI,SH,Fricative,DH,Fricative,I,Follow,0
SHDHO,SH,Fricative,DH,Fricative,O,Follow,0
SHDHU,SH,Fricative,DH,Fricative,U,Follow,0
SHSA,SH,Fricative,S,Fricative,A,Follow,0
SHSE,SH,Fricative,S,Fricative,E,Follow,0
SHSI,SH,Fricative,S,Fricative,I,Follow,0
SHSO,SH,Fricative,S,Fricative,O,Follow,0
SHSU,SH,Fricative,S,Fricative,U,Follow,0
SHZA,SH,Fricative,Z,Fricative,A,Follow,0
SHZE,SH,Fricative,Z,Fricative,E,Follow,0
SHZI,SH,Fricative,Z,Fricative,I,Follow,0
SHZO,SH,Fricative,Z,Fricative,O,Follow,0
SHZU,SH,Fricative,Z,Fricative,U,Follow,0
SHZHA,SH,Fricative,ZH,Fricative,A,Follow,0
SHZHE,SH,Fricative,ZH,Fricative,E,Follow,0
SHZHI,SH,Fricative,ZH,Fricative,I,Follow,0
SHZHO,SH,Fricative,ZH,Fricative,O,Follow,0
SHZHU,SH,Fricative,ZH,Fricative,U,Follow,0
SHHA,SH,Fricative,H,Fricative,A,Follow,0
SHHE,SH,Fricative,H,Fricative,E,Follow,0
SHHI,SH,Fricative,H,Fricative,I,Follow,0
SHHO,SH,Fricative,H,Fricative,O,Follow,0
SHHU,SH,Fricative,H,Fricative,U,Follow,0
SHCHA,SH,Fricative,CH,Affricate,A,Follow,1
SHCHE,SH,Fricative,CH,Affricate,E,Follow,1
SHCHI,SH,Fricative,CH,Affricate,I,Follow,1
SHCHO,SH,Fricative,CH,Affricate,O,Follow,1
SHCHU,SH,Fricative,CH,Affricate,U,Follow,1
SHJHA,SH,Fricative,JH,Affricate,A,Follow,1
SHJHE,SH,Fricative,JH,Affricate,E,Follow,1
SHJHI,SH,Fricative,JH,Affricate,I,Follow,1
SHJHO,SH,Fricative,JH,Affricate,O,Follow,1
SHJHU,SH,Fricative,JH,Affricate,U,Follow,1
SHMA,SH,Fricative,M,Nasal,A,Follow,2
SHME,SH,Fricative,M,Nasal,E,Follow,2
SHMI,SH,Fricative,M,Nasal,I,Follow,2
SHMO,SH,Fricative,M,Nasal,O,Follow,2
SHMU,SH,Fricative,M,Nasal,U,Follow,2
SHNA,SH,Fricative,N,Nasal,A,Follow,2
SHNE,SH,Fricative,N,Nasal,E,Follow,2
SHNI,SH,Fricative,N,Nasal,I,Follow,2
SHNO,SH,Fricative,N,Nasal,O,Follow,2
SHNU,SH,Fricative,N,Nasal,U,Follow,2
SHNGA,SH,Fricative,NG,Nasal,A,Follow,2
SHNGE,SH,Fricative,NG,Nasal,E,Follow,2
SHNGI,SH,Fricative,NG,Nasal,I,Follow,2
SHNGO,SH,Fricative,NG,Nasal,O,Follow,2
SHNGU,SH,Fricative,NG,Nasal,U,Follow,2
SHLA,SH,Fricative,L,Liquid,A,Follow,3
SHLE,SH,Fricative,L,Liquid,E,Follow,3
SHLI,SH,Fricative,L,Liquid,I,Follow,3
SHLO,SH,Fricative,L,Liquid,O,Follow,3
SHLU,SH,Fricative,L,Liquid,U,Follow,3
SHRA,SH,Fricative,R,Liquid,A,Follow,3
SHRE,SH,Fricative,R,Liquid,E,Follow,3
SHRI,SH,Fricative,R,Liquid,I,Follow,3
SHRO,SH,Fricative,R,Liquid,O,Follow,3
SHRU,SH,Fricative,R,Liquid,U,Follow,3
SHYA,SH,Fricative,Y,Glide,A,Follow,4
SHYE,SH,Fricative,Y,Glide,E,Follow,4
SHYI,SH,Fricative,Y,Glide,I,Follow,4
SHYO,SH,Fricative,Y,Glide,O,Follow,4
SHYU,SH,Fricative,Y,Glide,U,Follow,4
SHWA,SH,Fricative,W,Glide,A,Follow,4
SHWE,SH,Fricative,W,Glide,E,Follow,4
SHWI,SH,Fricative,W,Glide,I,Follow,4
SHWO,SH,Fricative,W,Glide,O,Follow,4
SHWU,SH,Fricative,W,Glide,U,Follow,4
ZHFA,ZH,Fricative,F,Fricative,A,Follow,0
ZHFE,ZH,Fricative,F,Fricative,E,Follow,0
ZHFI,ZH,Fricative,F,Fricative,I,Follow,0
ZHFO,ZH,Fricative,F,Fricative,O,Follow,0
ZHFU,ZH,Fricative,F,Fricative,U,Follow,0
ZHVA,ZH,Fricative,V,Fricative,A,Follow,0
ZHVE,ZH,Fricative,V,Fricative,E,Follow,0
ZHVI,ZH,Fricative,V,Fricative,I,Follow,0
ZHVO,ZH,Fricative,V,Fricative,O,Follow,0
ZHVU,ZH,Fricative,V,Fricative,U,Follow,0
ZHTHA,ZH,Fricative,TH,Fricative,A,Follow,0
ZHTHE,ZH,Fricative,TH,Fricative,E,Follow,0
ZHTHI,ZH,Fricative,TH,Fricative,I,Follow,0
ZHTHO,ZH,Fricative,TH,Fricative,O,Follow,0
ZHTHU,ZH,Fricative,TH,Fricative,U,Follow,0
ZHDHA,ZH,Fricative,DH,Fricative,A,Follow,0
ZHDHE,ZH,Fricative,DH,Fricative,E,Follow,0
ZHDHI,ZH,Fricative,DH,Fricative,I,Follow,0
ZHDHO,ZH,Fricative,DH,Fricative,O,Follow,0
ZHDHU,ZH,Fricative,DH,Fricative,U,Follow,0
ZHSA,ZH,Fricative,S,Fricative,A,Follow,0
ZHSE,ZH,Fricative,S,Fricative,E,Follow,0
ZHSI,ZH,Fricative,S,Fricative,I,Follow,0
ZHSO,ZH,Fricative,S,Fricative,O,Follow,0
ZHSU,ZH,Fricative,S,Fricative,U,Follow,0
ZHZA,ZH,Fricative,Z,Fricative,A,Follow,0
ZHZE,ZH,Fricative,Z,Fricative,E,Follow,0
ZHZI,ZH,Fricative,Z,Fricative,I,Follow,0
ZHZO,ZH,Fricative,Z,Fricative,O,Follow,0
ZHZU,ZH,Fricative,Z,Fricative,U,Follow,0
ZHSHA,ZH,Fricative,SH,Fricative,A,Follow,0
ZHSHE,ZH,Fricative,SH,Fricative,E,Follow,0
ZHSHI,ZH,Fricative,SH,Fricative,I,Follow,0
ZHSHO,ZH,Fricative,SH,Fricative,O,Follow,0
ZHSHU,ZH,Fricative,SH,Fricative,U,Follow,0
ZHHA,ZH,Fricative,H,Fricative,A,Follow,0
ZHHE,ZH,Fricative,H,Fricative,E,Follow,0
ZHHI,ZH,Fricative,H,Fricative,I,Follow,0
ZHHO,ZH,Fricative,H,Fricative,O,Follow,0
ZHHU,ZH,Fricative,H,Fricative,U,Follow,0
ZHCHA,ZH,Fricative,CH,Affricate,A,Follow,1
ZHCHE,ZH,Fricative,CH,Affricate,E,Follow,1
ZHCHI,ZH,Fricative,CH,Affricate,I,Follow,1
ZHCHO,ZH,Fricative,CH,Affricate,O,Follow,1
ZHCHU,ZH,Fricative,CH,Affricate,U,Follow,1
ZHJHA,ZH,Fricative,JH,Affricate,A,Follow,1
ZHJHE,ZH,Fricative,JH,Affricate,E,Follow,1
ZHJHI,ZH,Fricative,JH,Affricate,I,Follow,1
ZHJHO,ZH,Fricative,JH,Affricate,O,Follow,1
ZHJHU,ZH,Fricative,JH,Affricate,U,Follow,1
ZHMA,ZH,Fricative,M,Nasal,A,Follow,2
ZHME,ZH,Fricative,M,Nasal,E,Follow,2
ZHMI,ZH,Fricative,M,Nasal,I,Follow,2
ZHMO,ZH,Fricative,M,Nasal,O,Follow,2
ZHMU,ZH,Fricative,M,Nasal,U,Follow,2
ZHNA,ZH,Fricative,N,Nasal,A,Follow,2
ZHNE,ZH,Fricative,N,Nasal,E,Follow,2
ZHNI,ZH,Fricative,N,Nasal,I,Follow,2
ZHNO,ZH,Fricative,N,Nasal,O,Follow,2
ZHNU,ZH,Fricative,N,Nasal,U,Follow,2
ZHNGA,ZH,Fricative,NG,Nasal,A,Follow,2
ZHNGE,ZH,Fricative,NG,Nasal,E,Follow,2
ZHNGI,ZH,Fricative,NG,Nasal,I,Follow,2
ZHNGO,ZH,Fricative,NG,Nasal,O,Follow,2
ZHNGU,ZH,Fricative,NG,Nasal,U,Follow,2
ZHLA,ZH,Fricative,L,Liquid,A,Follow,3
ZHLE,ZH,Fricative,L,Liquid,E,Follow,3
ZHLI,ZH,Fricative,L,Liquid,I,Follow,3
ZHLO,ZH,Fricative,L,Liquid,O,Follow,3
ZHLU,ZH,Fricative,L,Liquid,U,Follow,3
ZHRA,ZH,Fricative,R,Liquid,A,Follow,3
ZHRE,ZH,Fricative,R,Liquid,E,Follow,3
ZHRI,ZH,Fricative,R,Liquid,I,Follow,3
ZHRO,ZH,Fricative,R,Liquid,O,Follow,3
ZHRU,ZH,Fricative,R,Liquid,U,Follow,3
ZHYA,ZH,Fricative,Y,Glide,A,Follow,4
ZHYE,ZH,Fricative,Y,Glide,E,Follow,4
ZHYI,ZH,Fricative,Y,Glide,I,Follow,4
ZHYO,ZH,Fricative,Y,Glide,O,Follow,4
ZHYU,ZH,Fricative,Y,Glide,U,Follow,4
ZHWA,ZH,Fricative,W,Glide,A,Follow,4
ZHWE,ZH,Fricative,W,Glide,E,Follow,4
ZHWI,ZH,Fricative,W,Glide,I,Follow,4
ZHWO,ZH,Fricative,W,Glide,O,Follow,4
ZHWU,ZH,Fricative,W,Glide,U,Follow,4
HFA,H,Fricative,F,Fricative,A,Follow,0
HFE,H,Fricative,F,Fricative,E,Follow,0
HFI,H,Fricative,F,Fricative,I,Follow,0
HFO,H,Fricative,F,Fricative,O,Follow,0
HFU,H,Fricative,F,Fricative,U,Follow,0
HVA,H,Fricative,V,Fricative,A,Follow,0
HVE,H,Fricative,V,Fricative,E,Follow,0
HVI,H,Fricative,V,Fricative,I,Follow,0
